Jesucristo aillu quillca, Davidmanda mirai, David Abrahanmanda mirai.	Libro de la genealogía de Jesucristo, hijo de David, hijo de Abraham	b.MAT.1.1
Shinajpi Jesús cutipasha: Runa Churira sumacyachina horas pactamun, nica.	Y Jesús les respondió diciendo:  Ha llegado la hora para que el Hijo del Hombre sea glorificado	b.JOH.12.23
Cunallara ñuca alma turbarinmi	Ahora está turbada mi alma	b.JOH.12.27
¿Imara nishairi? ¿Yaya, cai horasmanda quishpichihuai, nishachu? Astaun, caita pactachingaj cai horasma shamucani.	¿Qué diré: "Padre, sálvame de esta hora"? ¡Al contrario, para esto he llegado a esta hora	b.JOH.12.27
Yaya, nica, camba shutira ahuayachingui	Padre, glorifica tu nombre	b.JOH.12.28
Shinajpi ahua pachamanda shu shimi uyarica, nisha: Ahuayachishcani, cutillara ahuayachishami.	Entonces vino una voz del cielo: "¡Ya lo he glorificado y lo glorificaré otra vez!	b.JOH.12.28
Chihui tiaj ashca runauna, shimira uyajguna: Rayuca, ninauca	La multitud que estaba presente y escuchó, decía que había sido un trueno	b.JOH.12.29
Huaquingunaga: Shu ángel paita rimashcami, ninauca.	Otros decían:  ¡Un ángel le ha hablado	b.JOH.12.29
Jesús cutipasha: Cai shimi mana ñucajta, astaun cangunajta uyaricami, nica.	Jesús respondió y dijo:  No ha venido esta voz por causa mía, sino por causa vuestra	b.JOH.12.30
Cuna cai pacha taripanami	Ahora es el juicio de este mundo	b.JOH.12.31
Cunallara cai pacha atun apu ichui tucungami.	Ahora será echado fuera el príncipe de este mundo	b.JOH.12.31
Ñucaga allpamanda atarichishca ajpi, tucui runaunara ñucajma aisashami.	Y yo, cuando sea levantado de la tierra, atraeré a todos a mí mismo	b.JOH.12.32
Jesús casna rimasha pai huañuna samillara intindichicami.	Esto decía dando a entender de qué muerte había de morir	b.JOH.12.33
Runaunaga paita cutipanauca: Ley shimimanda uyashcanchi Cristo huiñaigama tiangami, nisha	Entonces la gente le respondió:  Nosotros hemos oído que, según la ley, el Cristo permanece para siempre	b.JOH.12.34
¿Imarasha ningui can Runa Churi atarinara ministinmi? ¿Pitai cai Runa Churi?	¿Y cómo es que tú dices: "Es necesario que el Hijo del Hombre sea levantado"? ¿Quién es este Hijo del Hombre	b.JOH.12.34
Shinajpi Jesús paigunara nica: Unaillara punzha cangunahua tiangami	Entonces Jesús les dijo:  Aún por un poco de tiempo está la luz entre vosotros	b.JOH.12.35
Purichi punzha tiaullaira, tuta cangunara ama cungaimanda apichu	Andad mientras tenéis la luz, para que no os sorprendan las tinieblas	b.JOH.12.35
Tutai purij maima ríushcaras mana yachanzhu.	Porque el que anda en tinieblas no sabe a dónde va	b.JOH.12.35
Shinashas, Jesús runauna ñaupajpi ashca munanaita ricurinaunara rajllaíra, mana paita quirinaucachu;	Pero a pesar de haber hecho tantas señales delante de ellos, no creían en él	b.JOH.12.37
Diosmanda rimaj Isaías rimashca pactaringaj imasna nin: Señor, ¿pita ñucanchi rimashcara quirishcachu? ¿Pima Diospa ushanara ricuchishcachu?	para que se cumpliese la palabra del profeta Isaías que dijo: Señor, ¿quién ha creído a nuestro mensaje? ¿A quién se ha revelado el brazo del Señor	b.JOH.12.38
Chi raigumanda quirinara mana ushanaucachu, imasna Isaías shu partii nica:	Por eso no podían creer, porque Isaías dijo en otra ocasión	b.JOH.12.39
Paiguna ñahuiunara ñausayachica, shunguras shinzhiyachica; ñahuihua ama ricunauchu, shunguhuas ama intindinauchu, ama ñucama voltiarinauchu, ñuca paigunara alichingaj.	El ha cegado los ojos de ellos y endureció su corazón, para que no vean con los ojos ni entiendan con el corazón, ni se conviertan, y yo los sane	b.JOH.12.40
Cai shimiunara Isaías rimaca, pai Diospa sumajta ricusha, Diosmanda rimashas.	Estas cosas dijo Isaías porque vio su gloria y habló acerca de él	b.JOH.12.41
Shinasha, apuunamanda ashcauna Jesuspi quirinauca; astaun fariseogunara manzhashcamanda paiguna quirishcara mana rimanaucachu, tandarina huasimanda ama ichui tucungaj.	No obstante, aun de entre los dirigentes, muchos creyeron en él, pero por causa de los fariseos no lo confesaban, para no ser expulsados de la sinagoga	b.JOH.12.42
Paiguna Dios alabashcamanda runauna alabashcara yali llaquinauca.	Porque amaron la gloria de los hombres más que la gloria de Dios	b.JOH.12.43
Jesús caparisha nica: Maicans ñucajpi quirisha, mana ñucajllaira quirinzhu, astaun ñucara cachamujpis quirinmi.	Pero Jesús alzó la voz y dijo: "El que cree en mí, no cree en mí, sino en el que me envió	b.JOH.12.44
Maicans ñucara ricusha, shinallara ñucara cachamujtas ricun.	y el que me ve a mí, ve al que me envió	b.JOH.12.45
Ñucaga punzhayachij cai pachama shamushcani, tucui ñucajpi quirijguna ama tuta llandui tianauchu.	Yo he venido al mundo como luz, para que todo aquel que cree en mí no permanezca en las tinieblas	b.JOH.12.46
Ñuca ñucamandallara mana rimacanichu; astaun ñucara cachamuj Yaya, paiga mandahuaca imara rimanaras.	Porque yo no hablé por mí mismo; sino que el Padre que me envió, él me ha dado mandamiento de qué he de decir y de qué he de hablar	b.JOH.12.49
Yachanimi Dios camachishca shimi huiñai causaimi	Y sé que su mandamiento es vida eterna	b.JOH.12.50
Ñuca imara rimashas, Yaya ñucama rimashcasna rimauni.	Así que, lo que yo hablo, lo hablo tal y como el Padre me ha hablado.	b.JOH.12.50
Pascua ista manara pactamujllaira, Jesús paihua horas ña pactamushcara ricsisha, cai pachamanda Yayajma ringaj, paihua cai pachai causajgunara llaquisha, puchucaigama paigunara llaquicami.	Antes de la fiesta de la Pascua, sabiendo Jesús que había llegado su hora para pasar de este mundo al Padre, como había amado a los suyos que estaban en el mundo, los amó hasta el fin	b.JOH.13.1
Tuta micunara micuushcai, supai apu Simomba churi Judas Iscariote shungüi iyachica Jesusta entregangaj.	Durante la cena, como el diablo ya había puesto en el corazón de Judas hijo de Simón Iscariote que le entregase	b.JOH.13.2
Jesús yachaca paihua Yaya tucuira paihua maquii churashcara, shinallara pai Diosmanda shamushcara, Diospajma rinaras yachaca.	y sabiendo Jesús que el Padre había puesto todas las cosas en sus manos y que él había salido de Dios y a Dios iba	b.JOH.13.3
Jesús micuna mesamanda atarisha, churanara anzhuchisha, chaquichina llachapara apisha chumbillica.	se levantó de la cena; se quitó el manto, y tomando una toalla, se ciñó con ella	b.JOH.13.4
Shinajpi, shu batiai yacura talisha, pai yachachishca runauna chaquira maillangaj callarica, pai chumbülishca llachapahua chaquiunara chaquichica.	Luego echó agua en una vasija y comenzó a lavar los pies de los discípulos y a secarlos con la toalla con que estaba ceñido	b.JOH.13.5
Jesús Simón Pedroma shamujpi, Pedro nica: Señor, ¿canzhu ñuca chaquira maillangui?	Entonces llegó a Simón Pedro, y éste le dijo:  Señor, ¿tú me lavas los pies a mí	b.JOH.13.6
Jesús paita cutipasha: Ñuca raushcara mana intindinguichu cuna, nica, astaun huasha intindinguimi.	Respondió Jesús y le dijo:  Lo que yo hago, tú no lo entiendes ahora, pero lo comprenderás después	b.JOH.13.7
Simón Pedro cutipasha: Señor, nica, mana chaquillara, astaun maquindis umandis maillahuai.	Le dijo Simón Pedro:  Señor, entonces, no sólo mis pies, sino también las manos y la cabeza	b.JOH.13.9
Jesús maican runa paita entregangaraushcara yachaca, chi raigumanda nica: Mana tucui pichashcachu.	Porque sabía quién le entregaba, por eso dijo: "No todos estáis limpios.	b.JOH.13.11
Ñucaga Señor, Yachachij asha, canguna chaquira mailiashcani; shinallara cangunas shujguna chaquira maillana anguichi.	Pues bien, si yo, el Señor y el Maestro, lavé vuestros pies, también vosotros debéis lavaros los pies los unos a los otros	b.JOH.13.14
Ñuca shu ricuchinara cangunara ricuchishcani, ñuca rashcasna canguna shinallara ranguichi.	Porque ejemplo os he dado, para que así como yo os hice, vosotros también hagáis	b.JOH.13.15
Cierto pacha cangunara nini: Sirvijga paihua patronmanda mana yalinzhu; shinallara cachashca runa paita cachajmanda mana yalinzhu.	De cierto, de cierto os digo que el siervo no es mayor que su señor, ni tampoco el apóstol es mayor que el que le envió	b.JOH.13.16
Canguna cai camachishcaunara yachasha pactachishas, cushi shunguyuj anguichi.	Si sabéis estas cosas, bienaventurados sois si las hacéis	b.JOH.13.17
Shinajpi yachachishca runauna parijumanda ricunanausha, paigunapura tapunauca: ¿Pitangai Jesús casna rimaushca? nisha.	Entonces los discípulos se miraban unos a otros, dudando de quién hablaba	b.JOH.13.22
Shu Jesús yachachishca runa, pai llaquishca, Jesuspa rayai quimirisha siriuca.	Uno de sus discípulos, a quien Jesús amaba, estaba a la mesa recostado junto a Jesús	b.JOH.13.23
Simón Pedro, maquihua ricuchisha paita nica: Tapui, ¿pitairi pai casna rimaushca runa?	A él Simón Pedro le hizo señas para que preguntase quién era aquel de quien hablaba	b.JOH.13.24
Paiga, Jesuspa pichu rayai quimirisha sirij: Señor, ¿pitairi? nica.	Entonces él, recostándose sobre el pecho de Jesús, le dijo:  Señor, ¿quién es	b.JOH.13.25
Jesús cutipasha: Ñuca ucuchishca tandara cushca runami, nica	Jesús contestó:  Es aquel para quien yo mojo el bocado y se lo doy	b.JOH.13.26
Jesusga tandara ucuchisha, Simomba churi Judas Iscariotema cuca.	Y mojando el bocado, lo tomó y se lo dio a Judas hijo de Simón Iscariote	b.JOH.13.26
Judas ucushca tandara apishca huasha, Satanás supai apu paihua shungüi icuca	Después del bocado, Satanás entró en él	b.JOH.13.27
Shinajpi Jesús paita nica: Can rangaraushcara uctalla rai.	Entonces le dijo Jesús:  Lo que estás haciendo, hazlo pronto	b.JOH.13.27
Jesús imamanda caita rimashcara mesai tiajguna mana intindinaucachu.	Ninguno de los que estaban a la mesa entendió para qué le dijo esto	b.JOH.13.28
Huaquinguna iyanauca Judas cullqui bolsara charishcamanda, Jesús paita nica: Ñucanchi istai ministishcara randingui; mana shinasha imaras tsuntsuunama cuyangaj rimaca.	porque algunos pensaban, puesto que Judas tenía la bolsa, que Jesús le decía: "Compra lo que necesitamos para la fiesta", o que diese algo a los pobres	b.JOH.13.29
Mushuj mandashca shimira cangunara rimauni: Parijumanda llaquinaunguichi	Un mandamiento nuevo os doy: que os améis los unos a los otros	b.JOH.13.34
Ñuca cangunara llaquishcasna, shinallara parijumanda llaquinaunguichi.	Como os he amado, amaos también vosotros los unos a los otros	b.JOH.13.34
Caimanda tucui runauna canguna ñuca yachachishca runauna ajgunara ricsinaungami, canguna parijumanda llaquinausha.	En esto conocerán todos que sois mis discípulos, si tenéis amor los unos por los otros	b.JOH.13.35
Simón Pedro Jesusta nica: Señor, ¿maimara ringui? Jesús cutipaca: Ñuca riusncama cuna mana ushangui catinara, astaun huashaga catihuanguimi.	Simón Pedro le dijo:  Señor, ¿a dónde vas? Le respondió Jesús:  A donde yo voy, no me puedes seguir ahora; pero me seguirás más tarde	b.JOH.13.36
Jesús cutipaca: ¿Camba causaira ñuca randimanda cunguichu? Cierto pacha canda nini: Gallo manara cantajllaira, can quinsa cuti, Paita mana ricsinichu, ninguimi.	Jesús le respondió:  ¿Tu vida pondrás por mí? De cierto, de cierto te digo que no cantará el gallo antes que me hayas negado tres veces	b.JOH.13.38
Canguna shungu ama turbaríchu	No se turbe vuestro corazón	b.JOH.14.1
Diospi quiringuichi, ñucajpis quirichi.	Creéis en Dios; creed también en mí	b.JOH.14.1
Ñuca Yaya llactai ashca huasi tian	En la casa de mi Padre muchas moradas hay	b.JOH.14.2
Mana shina ajpiga, cangunara rimaimacani	De otra manera, os lo hubiera dicho	b.JOH.14.2
Ñuca canguna tianara alichingaj ríunimi.	Voy, pues, a preparar lugar para vosotros	b.JOH.14.2
Rishaga, tianaunara alichisha, cuti shamushami cangunara ñucajma pushangaj, ñuca tiaushcai canguna shinallara chihui tiangaj.	Y si voy y os preparo lugar, vendré otra vez y os tomaré conmigo; para que donde yo esté, vosotros también estéis	b.JOH.14.3
Ñuca riushcara yachanguichi, shinallara nambiras.	Y sabéis a dónde voy, y sabéis el camino	b.JOH.14.4
Tomás paita nica: Señor, can riushcara mana yachanchi, ¿imasna rashara nambira ricsina angai?	Le dijo Tomás:  Señor, no sabemos a dónde vas; ¿cómo podemos saber el camino	b.JOH.14.5
Felipe paita nica: Señor, Yayara ricuchihuapai, chilla basta.	Le dijo Felipe:  Señor, muéstranos el Padre, y nos basta	b.JOH.14.8
Jesús paita nica: ¿Ashca punzhaunara cangunahua pariju tiashcani, can ñucara mana ricsihuashcangui, Felipe? Maicans ñucara ricusha Yayaras ricushcami	Jesús le dijo:  Tanto tiempo he estado con vosotros, Felipe, ¿y no me has conocido? El que me ha visto, ha visto al Padre	b.JOH.14.9
¿Imasnajpira shina ningui: Yayara ricuchihuapai?	¿Cómo, pues, dices tú: "Muéstranos el Padre"	b.JOH.14.9
¿Ñucaga ñuca Yayajpi tiashcara, Yaya ñucajpis tiashcara manzhu quiringui? Ñuca cangunara rimashca shimiunara mana ñucamandallachu rimani, astaun ñucajpi causaj Yaya, paimi tucui ranaunara raun.	¿No crees que yo soy en el Padre y el Padre en mí? Las palabras que yo os hablo, no las hablo de mí mismo; sino que el Padre que mora en mí hace sus obras	b.JOH.14.10
Ñucara quirihuaichi ñuca Yayajpi tiashcara, Yayas ñucajpis tiashcara; manashaga quiquin rashcaunamanda quirihaunguichi.	Creedme que yo soy en el Padre, y el Padre en mí; de otra manera, creed por las mismas obras	b.JOH.14.11
Canguna tucui imaras ñuca shutii Yayara mañajpi, cai tucuira rashallami, Yaya Churimanda sumacyachishca angaj.	Y todo lo que pidáis en mi nombre, eso haré, para que el Padre sea glorificado en el Hijo	b.JOH.14.13
Canguna imaras ñuca shutii mañajpi, rashallami.	Si me pedís alguna cosa en mi nombre, yo la haré	b.JOH.14.14
Canguna ñucara llaquishaga, ñuca mandashca shimiunara pactachichi.	Si me amáis, guardaréis mis mandamientos	b.JOH.14.15
Ñuca Yayara rugasha, pai cangunara shu Yanapajta cachamungami huiñaigama cangunahua pariju tiangaj.	Y yo rogaré al Padre y os dará otro Consolador, para que esté con vosotros para siempre	b.JOH.14.16
Chi punzhai ñuca Yayajpi tiashcara yachanguichi, cangunas ñucajpi, ñucas cangunajpi.	En aquel día vosotros conoceréis que yo soy en mi Padre, y vosotros en mí, y yo en vosotros	b.JOH.14.20
Maicans ñuca mandashca shimiunara charisha, pactachishas paimi ñucara liaquij	El que tiene mis mandamientos y los guarda, él es quien me ama	b.JOH.14.21
Ñucara llaquijta, ñuca Yaya paita llaquingami, ñucas paita llaquisha, ñucallara paima ricuchishami.	Y el que me ama será amado por mi Padre, y yo lo amaré y me manifestaré a él	b.JOH.14.21
Judas, mana Iscariote, Jesusta nica: Señor, ¿Imarasha ñucanchillara ricuchingui, mana tucui cai pacha runaunaras?	Le dijo Judas, no el Iscariote:  Señor, ¿cómo es que te has de manifestar a nosotros y no al mundo	b.JOH.14.22
Maicans ñucara mana llaquij, ñuca shimira mana pactachinzhu	El que no me ama no guarda mis palabras	b.JOH.14.24
Canguna uyashca shimi mana ñucamandallarachu shamun, astaun ñucara cachamuj Yaya rimashcami.	Y la palabra que escucháis no es mía, sino del Padre que me envió	b.JOH.14.24
Ñucas cangunahua pariju tiashallara cai shimiunara rimashcani.	Estas cosas os he hablado mientras todavía estoy con vosotros	b.JOH.14.25
Yaya ñuca shutii cachamushca Yanapajga, Santo Espíritu ashaga, cangunara tucui imaras yachachingami; shinallara tucui ñuca rimashcaunara cangunara iyarichingami.	Pero el Consolador, el Espíritu Santo, que el Padre enviará en mi nombre, él os enseñará todas las cosas y os hará recordar todo lo que yo os he dicho	b.JOH.14.26
Cushi shungura cangunara saquinimi; ñucamanda cushi shungura cangunara cuni	La paz os dejo, mi paz os doy	b.JOH.14.27
Mana cai pacha cushcasna cunichu	No como el mundo la da, yo os la doy	b.JOH.14.27
Canguna shungu ama turbarichu shinallara ama manzharichu.	No se turbe vuestro corazón, ni tenga miedo	b.JOH.14.27
Cuna, manara tucujllaira cangunara cuentashcani, imahoras casna tucujpi canguna quiringuichima.	Ahora os lo he dicho antes que suceda, para que cuando suceda, creáis	b.JOH.14.29
Jesús nica: Ñuca cierto uvillas yura ani, ñuca Yayaga yurara cuirajmi.	"Yo soy la vid verdadera, y mi Padre es el labrador	b.JOH.15.1
Tucui pallca ñucamanda muyura mana aparijta pitinaunga; muyura aparijgunara pichanaunga astaun mas aparingaj.	Toda rama que en mí no está llevando fruto, la quita; y toda rama que está llevando fruto, la limpia para que lleve más fruto	b.JOH.15.2
Ñuca rimashca shimimanda canguna ña pichashca anguichi.	Ya vosotros estáis limpios por la palabra que os he hablado	b.JOH.15.3
Ñucajpi tiaichi, ñucas cangunajpi	"Permaneced en mí, y yo en vosotros	b.JOH.15.4
Imasnara pallca paulara mana aparingachu mana yurai tiajpi, shinallara canguna mana aparinguichichu mana ñucajpi tiajpi.	Como la rama no puede llevar fruto por sí sola, si no permanece en la vid, así tampoco vosotros, si no permanecéis en mí	b.JOH.15.4
Ñuca uvillas yura ani, canguna pallcauna anguichi	Yo soy la vid, vosotros las ramas	b.JOH.15.5
Pihuas ñucajpi tiausha, ñucas paihuajpi, paiga ashca muyura aparingami	El que permanece en mí y yo en él, éste lleva mucho fruto	b.JOH.15.5
Ñucamanda anzhurishca asha, mana ima ranaras ushanguichichu.	Pero separados de mí, nada podéis hacer	b.JOH.15.5
Maicans mana ñucajpi tiausha, mana valij pallca cuenta ichui tucunga, chaquiringaj	Si alguien no permanece en mí, es echado fuera como rama, y se seca	b.JOH.15.6
Ichushca pallcaunara tandachinaunga, ninai shitasha rupachinaunga.	Y las recogen y las echan en el fuego, y son quemadas	b.JOH.15.6
Canguna ñucajpi tiausha, ñuca shimiuna cangunajpi tiausha, imaras munasha mañaichi, cangunajta rashca anga.	"Si permanecéis en mí, y mis palabras permanecen en vosotros, pedid lo que queráis, y os será hecho	b.JOH.15.7
Canguna ñuca mandashca shimiunara pactachijpi, ñuca llaquiushcai tiaunguichimi, imasna ñuca Yaya mandashca shimiunara pactachishcani, shinallara pai llaquiushcais tiauni.	Si guardáis mis mandamientos, permaneceréis en mi amor; como yo también he guardado los mandamientos de mi Padre y permanezco en su amor	b.JOH.15.10
Cai shimiunara cangunama rimashcani ñuca cushi cangunajpi tiachu, canguna cushi undajta angaj.	"Estas cosas os he hablado para que mi gozo esté en vosotros y vuestro gozo sea completo	b.JOH.15.11
